@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,SUBJECT,MEASURE,FREQUENCY,Country,Subject,Measure,Frequency
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2014-Q3,2014-07-01,4.94065792022422,4.94065792022422,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2014-Q4,2014-10-01,4.92648862869134,4.92648862869134,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2015-Q1,2015-01-01,4.75176652008965,4.75176652008965,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2015-Q2,2015-04-01,4.68359374397524,4.68359374397524,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2015-Q3,2015-07-01,4.47253334628267,4.47253334628267,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2015-Q4,2015-10-01,4.58981585076312,4.58981585076312,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2016-Q1,2016-01-01,4.3236801503818,4.3236801503818,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2016-Q2,2016-04-01,4.19648682191445,4.19648682191445,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2016-Q3,2016-07-01,4.07634275798625,4.07634275798625,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2016-Q4,2016-10-01,3.89163424722967,3.89163424722967,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2017-Q1,2017-01-01,3.89719258546549,3.89719258546549,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2017-Q2,2017-04-01,3.75018434149443,3.75018434149443,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2017-Q3,2017-07-01,3.69594169184836,3.69594169184836,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2017-Q4,2017-10-01,3.63950716647548,3.63950716647548,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2018-Q1,2018-01-01,3.45917879762475,3.45917879762475,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2018-Q2,2018-04-01,3.46288126956101,3.46288126956101,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2018-Q3,2018-07-01,3.33560600707887,3.33560600707887,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2018-Q4,2018-10-01,3.27679625070436,3.27679625070436,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2019-Q1,2019-01-01,3.19614903065048,3.19614903065048,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2019-Q2,2019-04-01,3.09304883889921,3.09304883889921,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2019-Q3,2019-07-01,3.07486118724558,3.07486118724558,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2019-Q4,2019-10-01,3.18142983800205,3.18142983800205,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2020-Q1,2020-01-01,3.50998255484821,3.50998255484821,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2020-Q2,2020-04-01,3.84918387186456,3.84918387186456,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2020-Q3,2020-07-01,4.05285547457242,4.05285547457242,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2020-Q4,2020-10-01,3.82612301121555,3.82612301121555,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2021-Q1,2021-01-01,4.00093930088418,4.00093930088418,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2021-Q2,2021-04-01,3.75749102105014,3.75749102105014,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2021-Q3,2021-07-01,3.41916938667826,3.41916938667826,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2021-Q4,2021-10-01,3.37434079562986,3.37434079562986,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2022-Q1,2022-01-01,3.16645335099778,3.16645335099778,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2022-Q2,2022-04-01,3.13454089025466,3.13454089025466,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2022-Q3,2022-07-01,3.18108147584681,3.18108147584681,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2022-Q4,2022-10-01,3.05947261666203,3.05947261666203,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2023-Q1,2023-01-01,2.96155606987261,2.96155606987261,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2023-Q2,2023-04-01,2.96380951335191,2.96380951335191,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,DEU.LRUNTTTT.STSA.Q,"Germany – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2023-Q3,2023-07-01,2.97026007338954,2.97026007338954,DEU,LRUNTTTT,STSA,Q,Germany,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2003-Q1,2003-01-01,7.92223438258204,7.92223438258204,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2003-Q2,2003-04-01,8.08959751811926,8.08959751811926,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2003-Q3,2003-07-01,8.03609014093206,8.03609014093206,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2003-Q4,2003-10-01,8.34940972991157,8.34940972991157,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2004-Q1,2004-01-01,8.51863084767559,8.51863084767559,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2004-Q2,2004-04-01,8.38001211162126,8.38001211162126,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2004-Q3,2004-07-01,8.47592241588398,8.47592241588398,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2004-Q4,2004-10-01,8.497392018594,8.497392018594,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2005-Q1,2005-01-01,8.25761200972329,8.25761200972329,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2005-Q2,2005-04-01,8.44415604317285,8.44415604317285,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2005-Q3,2005-07-01,8.6132836201048,8.6132836201048,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2005-Q4,2005-10-01,8.65817232144542,8.65817232144542,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2006-Q1,2006-01-01,8.73181854586818,8.73181854586818,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2006-Q2,2006-04-01,8.56660045928604,8.56660045928604,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2006-Q3,2006-07-01,8.51803979864784,8.51803979864784,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2006-Q4,2006-10-01,7.97617772079827,7.97617772079827,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2007-Q1,2007-01-01,8.08907065133722,8.08907065133722,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2007-Q2,2007-04-01,7.80002616190277,7.80002616190277,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2007-Q3,2007-07-01,7.64750076553506,7.64750076553506,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2007-Q4,2007-10-01,7.09313857785189,7.09313857785189,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2008-Q1,2008-01-01,6.82461308534729,6.82461308534729,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2008-Q2,2008-04-01,6.97826505961547,6.97826505961547,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2008-Q3,2008-07-01,7.09325841299021,7.09325841299021,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2008-Q4,2008-10-01,7.3559717439096,7.3559717439096,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2009-Q1,2009-01-01,8.21908859043986,8.21908859043986,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
quarterly,OECD,MEI,Main Economic Indicators Publication,FRA.LRUNTTTT.STSA.Q,"France – Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons – Level, rate or national currency, s.a. – Quarterly",2009-Q2,2009-04-01,8.80920890214544,8.80920890214544,FRA,LRUNTTTT,STSA,Q,France,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Quarterly
